tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
Metln	marmgCAMI2_short_read_sample_1	0.0584734246054175	0.48845993262194176	1.3818734339985155	0.5148514851485149	0.5473684210526316	0.5306122448979593	156.0	129.0	147.0	285.0	0.3611111111111111	4.724047463905789	0.8357463965426405	0.6943688389174123	0.0584734246054175	0.48845993262194176	1.3916435020499072	0.5247524752475248	0.30518234165067176	0.3859223300970873	159.0	362.0	144.0	521.0	0.23909774436090225	4.819565323676175	0.7704216587153381	0.6958217510249526
Metln	marmgCAMI2_short_read_sample_9	0.057026348377468734	0.48643865744420706	1.3641991659503268	0.5	0.5591836734693878	0.5279383429672447	137.0	108.0	137.0	245.0	0.3586387434554974	4.5600963249884465	0.8289187946582336	0.6855183182597304	0.057026348377468734	0.48643865744420706	1.3736895041316632	0.5072992700729927	0.31376975169300225	0.3877266387726639	139.0	304.0	135.0	443.0	0.24048442906574394	4.653443764436609	0.7636646399475198	0.6868447520658321
Metln	marmgCAMI2_short_read_sample_8	0.05873661541944442	0.5437065239633755	1.4185883533191426	0.4482758620689655	0.6	0.5131578947368421	156.0	104.0	192.0	260.0	0.34513274336283184	4.532288505804179	0.8150598805233997	0.7128177159267131	0.05873661541944442	0.5437065239633755	1.4279276157202248	0.45977011494252873	0.33970276008492567	0.39072039072039066	160.0	311.0	188.0	471.0	0.24279210925644917	4.625054003768182	0.7514477073426812	0.7139638078601125
Metln	marmgCAMI2_short_read_sample_7	0.0578985091213787	0.4943129825986457	1.3985158364492816	0.4842105263157895	0.5587044534412956	0.518796992481203	138.0	109.0	147.0	247.0	0.350253807106599	4.529803287194059	0.822197131590569	0.7027053190970949	0.0578985091213787	0.4943129825986457	1.4079137287688903	0.49473684210526314	0.31263858093126384	0.38315217391304346	141.0	310.0	144.0	451.0	0.23697478991596638	4.621938633605623	0.7562731463409463	0.7039568643844436
Metln	marmgCAMI2_short_read_sample_6	0.05687324065883151	0.5436172529024886	1.3349508648704123	0.43465045592705165	0.562992125984252	0.49056603773584906	143.0	111.0	186.0	254.0	0.325	4.646957017181191	0.8392047135133941	0.6708108704680633	0.05687324065883151	0.5436172529024886	1.3444674400194676	0.44376899696048633	0.31063829787234043	0.36545682102628285	146.0	324.0	183.0	470.0	0.22358346094946402	4.741524239144559	0.770637125715826	0.6722337200097349
Metln	marmgCAMI2_short_read_sample_5	0.05720833397820117	0.5877399872865438	1.2965390186398913	0.3772455089820359	0.5727272727272728	0.4548736462093863	126.0	94.0	208.0	220.0	0.29439252336448596	4.432776277911559	0.8218543530892092	0.6514999411551956	0.05720833397820117	0.5877399872865438	1.306129392238614	0.38622754491017963	0.3006993006993007	0.33813892529488854	129.0	300.0	205.0	429.0	0.20347003154574134	4.525754561307256	0.746644679957182	0.6530646961193078
Metln	marmgCAMI2_short_read_sample_4	0.060019589971477785	0.5462161143820815	1.4080813109807582	0.41785714285714287	0.5021459227467812	0.456140350877193	117.0	116.0	163.0	233.0	0.29545454545454547	4.40292534240917	0.8077223046425355	0.7075784561888929	0.060019589971477785	0.5462161143820815	1.4179609241768725	0.42857142857142855	0.27713625866050806	0.33660589060308554	120.0	313.0	160.0	433.0	0.20236087689713322	4.4968795332662514	0.7407467979589197	0.7089804620884373
Metln	marmgCAMI2_short_read_sample_3	0.05852606117461359	0.5702157733205019	1.4261404859062563	0.4010416666666667	0.5185185185185185	0.45227606461086645	154.0	143.0	230.0	297.0	0.2922201138519924	4.784438350403535	0.8402991629686369	0.7166138603077022	0.05852606117461359	0.5702157733205019	1.4354992563117244	0.4114583333333333	0.3204868154158215	0.3603192702394527	158.0	335.0	226.0	493.0	0.21974965229485396	4.87808344821441	0.7867230434293403	0.7177496281558622
Metln	marmgCAMI2_short_read_sample_2	0.05838433591265988	0.4500837612128672	1.4348019227680977	0.5667870036101083	0.5772058823529411	0.5719489981785063	157.0	115.0	120.0	272.0	0.4005102040816326	4.64389607394025	0.8284088555072153	0.7209636463474427	0.05838433591265988	0.4500837612128672	1.444547616801446	0.5740072202166066	0.3199195171026157	0.4108527131782946	159.0	338.0	118.0	497.0	0.25853658536585367	4.737356214777146	0.7630325395725228	0.7222738084007209
Metln	marmgCAMI2_short_read_sample_0	0.05962328056962541	0.5109529223784787	1.4982571339942194	0.46332046332046334	0.5454545454545454	0.501043841336117	120.0	100.0	139.0	220.0	0.3342618384401114	4.299651023180385	0.7971724013624525	0.7528315237098078	0.05962328056962541	0.5109529223784787	1.5074773571099127	0.47876447876447875	0.30845771144278605	0.37518910741301054	124.0	278.0	135.0	402.0	0.2309124767225326	4.39184498038394	0.732407249399933	0.7537386785549568
